Kachelname,Erfassungsmethode,Aktualitaet,Bildflugnummer,Kamera_Sensor,Bodenpixelgroesse,Spektralkanaele,Koordinatenreferenzsystem_Lage,Koordinatenreferenzsystem_Hoehe,Bezugsflaeche,Koordinatenursprung_East,Koordinatenursprung_North,Anzahl_Spalten,Anzahl_Zeilen,Farbtiefe,Standardabweichung,Dateiformat,Hintergrund,Quelldatenqualitaet,Kompression,Komprimierung,Belaubungszustand,Bemerkungen
dop10rgbi_32_449_5667_1_nw_2021,0,2021-06-14,1359/21 Iserlohn Attendorn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,449000,5667000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_356_5730_1_nw_2020,0,2020-03-23,1333/20 Wesel Marl,UCEp-1-31011051_UCEp,10,RGBI,25832,7837,bDOM,356000,5730000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_334_5697_1_nw_2020,0,2020-03-24,1334/20 Duisburg Herne,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,334000,5697000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_389_5787_1_nw_2022,0,2022-02-23,1376/22 Ahaus Rheine,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,389000,5787000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_371_5753_1_nw_2022,0,2022-02-27,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,371000,5753000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_303_5619_1_nw_2021,0,2021-03-07,1356/21 Aachen Kronenburg,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,303000,5619000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_322_5596_1_nw_2021,0,2021-02-25,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,322000,5596000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_327_5711_1_nw_2020,0,2020-03-23,1334/20 Duisburg Herne,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,327000,5711000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_314_5705_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,314000,5705000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_298_5751_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,298000,5751000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_489_5702_1_nw_2021,0,2021-06-14,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,489000,5702000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_361_5753_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,361000,5753000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_463_5771_1_nw_2020,0,2020-03-23,1336/20 Herford Detmold,UCE-1-00518105_UCE,10,RGBI,25832,7837,bDOM,463000,5771000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_446_5703_1_nw_2022,0,2022-03-03,1381/22 Soest,UCEM3-431S71678X911005-f100_UCE-M3,10,RGBI,25832,7837,bDOM,446000,5703000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_426_5769_1_nw_2022,0,2022-03-10,1377/22 Greven Ibbenbüren,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,426000,5769000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_407_5630_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,407000,5630000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_402_5706_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,402000,5706000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_422_5652_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S61885X_UCE-M3,10,RGBI,25832,7837,bDOM,422000,5652000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_403_5779_1_nw_2022,0,2022-03-05,1377/22 Greven Ibbenbüren,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,403000,5779000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_422_5766_1_nw_2022,0,2022-03-10,1377/22 Greven Ibbenbüren,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,422000,5766000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_383_5665_1_nw_2021,0,2021-06-02,1358/21 Leverkusen Wuppertal,DMCIII-27569_DMCIII,10,RGBI,25832,7837,bDOM,383000,5665000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_409_5686_1_nw_2021,0,2021-06-14,1359/21 Iserlohn Attendorn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,409000,5686000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_413_5788_1_nw_2022,0,2022-03-05,1377/22 Greven Ibbenbüren,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,413000,5788000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_475_5746_1_nw_2022,0,2022-06-15,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,475000,5746000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_362_5748_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,362000,5748000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_502_5715_1_nw_2022,0,2022-06-15,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,502000,5715000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_309_5670_1_nw_2021,0,2021-02-20,1354/21 Mönchengladbach- Würselen,UCEM3-431S72402X_UCE-M3,10,RGBI,25832,7837,bDOM,309000,5670000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_414_5655_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S61885X_UCE-M3,10,RGBI,25832,7837,bDOM,414000,5655000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_397_5729_1_nw_2021,0,2021-03-20,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,397000,5729000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_407_5645_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,407000,5645000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_479_5782_1_nw_2020,0,2020-03-23,1336/20 Herford Detmold,UCE-1-00518105_UCE,10,RGBI,25832,7837,bDOM,479000,5782000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_438_5623_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S62713X_UCE-M3,10,RGBI,25832,7837,bDOM,438000,5623000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_506_5706_1_nw_2022,0,2022-05-15,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,506000,5706000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_393_5728_1_nw_2021,0,2021-03-20,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,393000,5728000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_438_5630_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S62713X_UCE-M3,10,RGBI,25832,7837,bDOM,438000,5630000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_383_5664_1_nw_2021,0,2021-06-02,1358/21 Leverkusen Wuppertal,DMCIII-27569_DMCIII,10,RGBI,25832,7837,bDOM,383000,5664000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_412_5797_1_nw_2022,0,2022-02-28,1377/22 Greven Ibbenbüren,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,412000,5797000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_466_5741_1_nw_2022,0,2022-06-15,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,466000,5741000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_419_5673_1_nw_2021,0,2021-06-14,1359/21 Iserlohn Attendorn,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,419000,5673000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_440_5622_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S62713X_UCE-M3,10,RGBI,25832,7837,bDOM,440000,5622000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_388_5743_1_nw_2022,0,2022-02-27,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,388000,5743000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_458_5706_1_nw_2022,0,2022-03-03,1381/22 Soest,UCEM3-431S71678X911005-f100_UCE-M3,10,RGBI,25832,7837,bDOM,458000,5706000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_468_5763_1_nw_2020,0,2020-03-23,1336/20 Herford Detmold,UCE-1-00518105_UCE,10,RGBI,25832,7837,bDOM,468000,5763000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_333_5628_1_nw_2021,0,2021-02-21,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,333000,5628000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_434_5722_1_nw_2022,0,2022-02-27,1381/22 Soest,UCEM3-431S71678X911005-f100_UCE-M3,10,RGBI,25832,7837,bDOM,434000,5722000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_353_5641_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,353000,5641000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_319_5700_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,319000,5700000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_357_5664_1_nw_2021,0,2021-06-02,1358/21 Leverkusen Wuppertal,DMCIII-27569_DMCIII,10,RGBI,25832,7837,bDOM,357000,5664000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_341_5663_1_nw_2021,0,2021-02-25,1355/21 Düsseldorf Kerpen,UCEM3-431S71678X_UCE-M3,10,RGBI,25832,7837,bDOM,341000,5663000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_334_5616_1_nw_2021,0,2021-02-24,1357/21 Euskirchen Blankenheim,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,334000,5616000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_529_5719_1_nw_2022,0,2022-06-15,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,529000,5719000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_416_5729_1_nw_2021,0,2021-03-20,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,416000,5729000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_307_5747_1_nw_2022,0,2022-06-15,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,307000,5747000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_503_5749_1_nw_2022,0,2022-06-18,1387/22 Herford Detmold,UCEp-1-41317592-f100_UCEp,10,RGBI,25832,7837,bDOM,503000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_384_5629_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,384000,5629000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_363_5646_1_nw_2021,0,2021-06-02,1361/21,UCEM3-431S51194X_UCE-M3,10,RGBI,25832,7837,bDOM,363000,5646000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_455_5636_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S62713X_UCE-M3,10,RGBI,25832,7837,bDOM,455000,5636000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_414_5710_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,414000,5710000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_500_5733_1_nw_2022,0,2022-06-18,1389/22 Höxter,UCEM3-431S41091X314298-f100_UCE-M3,10,RGBI,25832,7837,bDOM,500000,5733000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_405_5721_1_nw_2021,0,2021-03-29,1364/21 Dortmund Hamm,UrbanMapper2-12-0101_UrbanMapper2,10,RGBI,25832,7837,bDOM,405000,5721000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_417_5752_1_nw_2022,0,2022-02-28,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,417000,5752000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_410_5645_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,410000,5645000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_475_5674_1_nw_2021,0,2021-06-17,1360/21 Hochsauerlandkreis,UCEM3-1-82416042_UCE-M3,10,RGBI,25832,7837,bDOM,475000,5674000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_312_5682_1_nw_2022,0,2022-06-15,1385/22 Viersen Krefeld,UCEM3-431S51194X114341-f100_UCE-M3,10,RGBI,25832,7837,bDOM,312000,5682000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_471_5750_1_nw_2022,0,2022-03-04,1380/22 Gütersloh,UCEM3-1-82416042-f100_UC-EpII,10,RGBI,25832,7837,bDOM,471000,5750000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_403_5767_1_nw_2022,0,2022-03-10,1377/22 Greven Ibbenbüren,UCEM3-431S91898X119229-f100_UCE-M3,10,RGBI,25832,7837,bDOM,403000,5767000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_329_5749_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,329000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_381_5630_1_nw_2021,0,2021-06-01,1362/21,DMCIII-27514_DMCIII,10,RGBI,25832,7837,bDOM,381000,5630000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_482_5706_1_nw_2022,0,2022-06-16,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,482000,5706000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_414_5749_1_nw_2022,0,2022-03-03,1379/22 Warendorf,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,414000,5749000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_469_5714_1_nw_2022,0,2022-06-16,1388/22 Paderborn,DMCIII-27532_DMCIII,10,RGBI,25832,7837,bDOM,469000,5714000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_302_5691_1_nw_2022,0,2022-05-15,1385/22 Viersen Krefeld,UCEM3-431S51194X114341-f100_UCE-M3,10,RGBI,25832,7837,bDOM,302000,5691000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_335_5748_1_nw_2022,0,2022-02-28,1378/22 Bocholt Coesfeld,UCEp-1-31011051-f100_UCEp,10,RGBI,25832,7837,bDOM,335000,5748000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
dop10rgbi_32_307_5717_1_nw_2022,0,2022-06-14,1382/22 Kleve,UCEM3-431S61680X916102-f100_UCE-M3,10,RGBI,25832,7837,bDOM,307000,5717000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_432_5634_1_nw_2021,0,2021-06-01,1363/21 Siegen,UCEM3-431S61885X_UCE-M3,10,RGBI,25832,7837,bDOM,432000,5634000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",3,keine
dop10rgbi_32_446_5744_1_nw_2022,0,2022-03-04,1380/22 Gütersloh,UCEM3-1-82416042-f100_UC-EpII,10,RGBI,25832,7837,bDOM,446000,5744000,10000,10000,8,20,JPEG2000,0,1,1,"GDAL_JP2ECW, 90",1,keine
